DATE (MM/DD/YYYY),HOUR-MST,Avg Avg Wind Speed @ 2m [m/s],Avg Avg Wind Speed @ 5m [m/s],Avg Avg Wind Speed @ 10m [m/s],Avg Avg Wind Speed @ 20m [m/s],Avg Avg Wind Speed @ 50m [m/s],Avg Avg Wind Speed @ 80m [m/s]
6/11/2019,9,2.2586,2.5773,2.638,2.9934,3.37,3.4812
6/11/2019,10,4.005,4.644,5.0198,5.5552,6.0864,6.2795
6/11/2019,11,3.9033,4.4528,4.7858,5.2698,5.8678,6.1025
6/11/2019,12,3.366,3.7885,4.0335,4.6594,5.2423,5.374
6/11/2019,13,3.145,3.5986,3.8007,4.368,4.9461,5.1872
6/11/2019,14,3.6483,4.1974,4.4718,5.0407,5.8642,6.156
6/11/2019,15,4.8365,5.6641,6.1651,6.7952,7.8098,8.1799
6/11/2019,16,3.7301,4.3269,4.6441,5.3042,6.0971,6.3571
6/11/2019,17,3.2275,3.7846,3.9995,4.5346,5.0944,5.2467
6/11/2019,18,2.8772,3.4058,3.7408,4.5438,5.1938,5.4051
6/11/2019,19,2.2431,2.7326,3.1837,4.258,5.5759,6.1017
6/11/2019,20,2.2525,2.7428,3.1759,4.0126,5.1115,5.7277
6/11/2019,21,0.8834,1.1423,1.3199,1.8892,2.3496,2.5285
6/11/2019,22,0.5104,0.6932,0.8319,1.3328,1.8931,2.3833
6/11/2019,23,0.662,0.7927,0.5271,1.0731,1.2314,1.3961
6/12/2019,0,0.7028,0.7476,0.6572,0.9018,1.0785,1.3273
6/12/2019,1,0.9737,1.009,1.3139,2.0722,3.0193,3.3631
6/12/2019,2,0.4544,0.5557,0.302,0.9558,1.3986,1.7213
6/12/2019,3,1.0409,1.3519,1.2644,1.7458,2.0336,2.1844
6/12/2019,4,0.6057,0.7409,0.7692,0.9459,1.1094,1.4275
6/12/2019,5,0.4667,0.5273,0.2874,0.5973,0.934,1.3875
6/12/2019,6,1.0282,1.1724,1.1792,1.4445,1.6724,1.9576
6/12/2019,7,1.2456,1.513,1.5302,1.6502,1.7668,1.8411
6/12/2019,8,1.6733,2.2006,2.2467,2.4689,2.6116,2.5519
6/12/2019,9,2.1973,2.5071,2.524,2.7174,2.8999,2.8446
6/12/2019,10,1.6573,1.9917,1.9696,2.1947,2.4692,2.5164
6/12/2019,11,2.1909,2.3268,2.2603,2.5464,2.7607,2.8627
6/12/2019,12,2.2008,2.4419,2.3904,2.7216,2.9881,3.0599
6/12/2019,13,2.1393,2.6827,2.6823,3.0559,3.4309,3.4486
6/12/2019,14,2.2379,2.8025,2.8114,3.1551,3.3405,3.3647
6/12/2019,15,2.0905,2.3876,2.3205,2.6812,2.9479,2.9872
6/12/2019,16,1.9273,2.3497,2.2457,2.5993,2.9387,2.9476
6/12/2019,17,2.4912,3.034,3.0776,3.4746,3.9003,3.8115
6/12/2019,18,2.3571,2.6279,2.5956,3.0207,3.3709,3.1801
6/12/2019,19,1.5375,1.6476,1.6938,2.2632,3.0794,3.1473
6/12/2019,20,1.2176,1.5174,1.5374,1.9117,2.6101,3.0873
6/12/2019,21,1.9796,2.2263,2.0632,2.1017,2.2936,2.9805
6/12/2019,22,2.4524,3.0629,3.6996,4.183,4.5413,4.9289
6/12/2019,23,2.0824,2.5492,2.9036,3.0289,3.0569,3.1735
6/13/2019,0,1.8899,2.2022,2.2973,2.438,2.8454,2.9649
6/13/2019,1,1.5342,1.8264,2.0836,2.6,3.9099,4.4188
6/13/2019,2,1.133,1.5146,1.8966,2.6763,3.7677,3.9647
6/13/2019,3,1.4862,1.7309,1.9353,2.3902,2.9004,3.1832
6/13/2019,4,0.9819,1.0349,0.8413,1.2759,1.3376,1.2611
6/13/2019,5,1.0298,1.1505,1.155,1.4301,1.846,1.8556
6/13/2019,6,0.8432,1.153,1.143,1.6332,1.8376,1.8058
6/13/2019,7,1.4129,2.219,2.234,2.4611,2.4241,2.4142
6/13/2019,8,2.4521,3.1359,3.2224,3.4554,3.5042,3.4951
6/13/2019,9,2.3392,3.1864,3.2752,3.5766,3.6164,3.5074
6/13/2019,10,2.398,3.0386,3.0927,3.4574,3.5783,3.6432
6/13/2019,11,2.4775,3.5425,3.6791,4.1213,4.3947,4.4426
6/13/2019,12,2.9527,4.1582,4.3878,4.8413,5.173,5.2645
6/13/2019,13,2.8908,3.5157,3.6301,4.0821,4.3651,4.4128
6/13/2019,14,2.0755,2.9697,3.1364,3.6423,3.9847,4.1747
6/13/2019,15,3.7924,4.4831,5.1192,5.8216,6.3342,6.398
6/13/2019,16,4.1082,4.6254,5.1152,6.0658,7.9644,8.7062
6/13/2019,17,6.8979,7.6995,8.6062,9.6996,11.9703,12.9137
6/13/2019,18,6.2474,6.9933,7.8461,8.935,11.4542,12.5195
6/13/2019,19,10.0542,11.2669,12.6965,14.2582,16.318,17.2305
6/13/2019,20,10.3568,11.7805,13.2432,14.7528,16.4645,17.2412
6/13/2019,21,8.334,9.5214,10.7105,11.947,13.4224,14.1789
6/13/2019,22,3.371,3.7599,4.0771,4.724,5.7171,6.3577
6/13/2019,23,4.1144,4.6171,5.0909,5.8685,7.1014,7.7627
6/14/2019,0,4.9165,5.5322,6.1796,7.0594,8.3143,8.8755
6/14/2019,1,2.2965,2.6446,2.8736,3.5513,4.2419,4.6756
6/14/2019,2,6.4491,7.3647,8.319,9.5206,11.129,11.8552
6/14/2019,3,6.299,7.2152,8.1449,9.1691,10.4418,11.1201
6/14/2019,4,6.4655,7.3348,8.2394,9.2152,10.4201,10.9511
6/14/2019,5,5.4759,6.2238,7.0229,8.0168,9.5577,10.3122
6/14/2019,6,4.7047,5.3503,6.0772,7.1392,8.307,8.5546
6/14/2019,7,4.227,4.8054,5.2903,6.0133,6.8981,7.3277
6/14/2019,8,3.6102,4.0755,4.4312,5.036,5.8443,6.3398
6/14/2019,9,2.784,3.1622,3.288,3.7884,4.1113,4.3131
6/14/2019,10,1.6587,1.9472,1.6668,2.0814,2.2024,2.2399
6/14/2019,11,3.2406,3.697,3.8644,4.3761,4.9355,5.2497
6/14/2019,12,4.5764,5.251,5.7019,6.3828,7.0497,7.366
6/14/2019,13,3.5319,4.1306,4.4578,5.0359,5.7643,6.093
6/14/2019,14,2.8038,3.2725,3.6639,4.5789,5.5565,5.952
6/14/2019,15,5.3828,6.153,6.9067,7.7662,8.8904,9.6654
6/14/2019,16,5.0422,5.8206,6.5528,7.4719,8.8536,9.8521
6/14/2019,17,5.3129,6.0887,6.7411,7.649,8.834,9.499
6/14/2019,18,6.7189,7.6372,8.5634,9.5898,10.7386,11.2813
6/14/2019,19,5.2213,5.8621,6.4885,7.3019,8.8782,9.6271
6/14/2019,20,4.843,5.4403,6.0768,7.0098,8.4126,8.9366
6/14/2019,21,6.9317,7.8477,8.8152,9.8221,11.0584,11.6789
6/14/2019,22,4.3653,5.0311,5.6507,6.5724,7.7686,8.4804
6/14/2019,23,1.9008,2.2281,2.399,2.888,3.7831,4.1497
6/15/2019,0,2.6128,3.0416,3.3881,3.9882,4.6912,4.9305
6/15/2019,1,4.0153,4.5807,5.2103,5.9764,7.0691,7.5457
6/15/2019,2,2.5366,3.002,3.3462,3.9451,4.815,5.6417
6/15/2019,3,3.9027,4.5118,5.1201,5.8855,6.947,7.5336
6/15/2019,4,2.443,2.9444,3.3919,4.0552,4.5259,4.6508
6/15/2019,5,1.1862,1.5234,1.7994,2.4936,3.392,3.8246
6/15/2019,6,1.1434,1.4125,1.5103,2.2096,2.8994,2.6312
6/15/2019,7,1.65,1.8957,1.8136,2.1942,2.4276,2.2563
6/15/2019,8,0.9922,1.1045,0.8084,1.2202,1.2801,1.3005
6/15/2019,9,1.8563,2.0024,1.8614,2.3065,2.6005,2.6894
6/15/2019,10,2.9483,3.3101,3.5034,3.9663,4.2983,4.4865
6/15/2019,11,2.342,2.6387,2.6911,3.0619,3.3569,3.6197
6/15/2019,12,2.4828,2.8164,2.922,3.2048,3.511,3.8344
6/15/2019,13,2.0592,2.2315,2.1806,2.4788,2.5986,2.6415
6/15/2019,14,2.7516,3.0133,3.1001,3.5969,4.2437,4.3681
6/15/2019,15,2.6678,2.9294,2.9678,3.3582,3.5608,3.6691
6/15/2019,16,1.9839,2.3993,2.3681,2.6789,2.7278,2.78
6/15/2019,17,2.2501,2.6812,2.7062,3.1511,3.4194,3.5051
6/15/2019,18,2.3299,3.1544,3.4091,3.9821,4.8121,5.096
6/15/2019,19,1.5217,1.7845,1.8228,2.2154,2.7018,3.0021
6/15/2019,20,1.18,1.3419,1.373,1.7986,2.2835,2.6688
6/15/2019,21,1.4863,1.7846,2.0973,2.7027,3.6229,3.5376
6/15/2019,22,1.7353,2.1082,2.3699,2.9418,3.6735,3.632
6/15/2019,23,2.1071,2.3268,2.3701,2.5591,2.4415,2.3692
6/16/2019,0,1.9468,2.2493,2.3377,2.7256,3.35,3.2942
6/16/2019,1,1.1658,1.3316,1.2798,1.8564,2.1977,2.0605
6/16/2019,2,1.627,1.8449,1.8406,1.8231,1.3,1.1718
6/16/2019,3,1.4354,1.5816,1.456,1.7734,1.8481,2.1606
6/16/2019,4,1.3156,1.5425,1.8081,2.275,1.8608,1.2648
6/16/2019,5,1.6327,1.9598,2.2015,2.6481,3.6982,3.0114
6/16/2019,6,1.5855,1.9749,2.3662,2.9887,4.061,4.1341
6/16/2019,7,2.8588,3.4628,3.9539,4.5381,5.2278,5.7029
6/16/2019,8,2.4285,2.8185,2.9421,3.1615,3.3788,3.6566
6/16/2019,9,2.2767,2.6378,2.7557,3.0023,3.2386,3.4357
6/16/2019,10,1.7293,1.9628,1.9998,2.3428,2.4142,2.5748
6/16/2019,11,1.1538,1.2383,1.0681,1.3904,1.4176,1.4704
6/16/2019,12,0.8879,0.9814,0.6356,1.079,1.0194,1.0771
6/16/2019,13,1.1225,1.2179,0.9321,1.3441,1.3861,1.5941
6/16/2019,14,3.2646,3.8982,4.2903,4.689,5.0516,5.3851
6/16/2019,15,2.8964,3.5183,4.0139,4.8037,5.8333,6.2407
6/16/2019,16,2.6431,3.0727,3.461,4.0024,4.6973,4.704
6/16/2019,17,3.8063,4.2804,4.7814,5.5235,7.0312,7.3002
6/16/2019,18,2.8488,3.259,3.6802,4.2933,5.1039,5.3749
6/16/2019,19,1.2701,1.5616,1.7316,2.2234,2.4373,2.6112
6/16/2019,20,1.9223,2.2509,2.4473,2.7575,3.2511,3.4483
6/16/2019,21,1.3374,1.7037,1.9565,2.3426,2.9343,3.2246
6/16/2019,22,1.1605,1.5016,1.7997,2.336,3.2399,3.7998
6/16/2019,23,1.2935,1.5745,1.8478,2.2636,2.8082,3.1648
6/17/2019,0,1.1621,1.1243,1.0418,1.2576,1.333,1.7539
6/17/2019,1,1.6701,1.9071,1.8918,2.3617,2.8907,3.0567
6/17/2019,2,1.4795,1.7839,1.8384,2.168,2.5211,2.7462
6/17/2019,3,1.7994,2.4247,2.9201,3.5515,4.1273,4.3398
6/17/2019,4,2.1123,2.6119,3.057,3.658,4.4497,4.924
6/17/2019,5,2.3991,2.8505,3.2206,3.7362,4.4778,4.8774
6/17/2019,6,1.5182,1.8694,2.1476,2.5379,3.0614,3.4389
6/17/2019,7,1.3417,1.5787,1.6863,1.8896,1.9747,2.079
6/17/2019,8,0.8335,0.8936,0.8291,0.9549,0.9913,1.0079
6/17/2019,9,1.0864,1.2803,1.227,1.4319,1.3711,1.3941
6/17/2019,10,1.2846,1.4668,1.4453,1.6423,1.6661,1.7165
6/17/2019,11,1.3503,1.502,1.4168,1.6877,1.8279,1.9784
6/17/2019,12,1.1384,1.4924,1.3919,1.622,1.7133,1.777
6/17/2019,13,1.1462,1.2372,1.0997,1.3116,1.5153,1.6349
6/17/2019,14,1.297,1.4891,1.436,1.8167,2.0219,2.1063
6/17/2019,15,4.5,5.164,5.8194,6.5484,7.5033,7.8674
6/17/2019,16,1.1655,1.3747,1.5306,1.7103,1.8098,1.8137
6/17/2019,17,1.1942,1.3934,1.3588,1.669,1.7646,1.7578
6/17/2019,18,1.8849,2.0564,1.9993,2.2444,2.2734,2.1128
6/17/2019,19,0.8219,1.2927,1.2589,1.4047,1.4283,1.3945
6/17/2019,20,0.9122,1.0751,0.9044,1.1711,1.34,1.7544
6/17/2019,21,1.1832,1.3791,1.4962,1.4745,1.2043,1.2383
6/17/2019,22,1.8118,2.2986,2.6219,3.0982,3.7237,4.0305
6/17/2019,23,3.0982,3.7773,4.3412,4.9338,5.4282,5.7079
6/18/2019,0,2.0179,2.4996,2.8235,3.2612,3.9993,4.6151
6/18/2019,1,1.4918,1.9062,2.2554,2.7794,3.8894,4.8196
6/18/2019,2,0.702,0.9095,0.9745,1.3436,1.9872,2.7958
6/18/2019,3,0.5004,0.6398,0.4839,0.5985,0.6633,1.2566
6/18/2019,4,0.3778,0.3923,0.3481,0.4358,0.4273,0.3854
6/18/2019,5,0.431,0.5792,0.5898,0.7468,0.8996,0.9921
6/18/2019,6,0.7527,1.0518,1.1444,1.4617,1.7136,1.9082
6/18/2019,7,1.3252,1.5995,1.7165,1.8693,1.8837,2.0278
6/18/2019,8,1.5896,1.8573,1.953,2.1174,2.2906,2.4051
6/18/2019,9,1.0758,1.2405,1.2226,1.3622,1.271,1.4026
6/18/2019,10,1.1241,1.2782,1.1391,1.2771,1.1684,1.2159
6/18/2019,11,1.5315,1.8147,1.8893,2.119,2.1846,2.2932
6/18/2019,12,2.2524,2.9528,3.1365,3.3594,3.4439,3.4575
6/18/2019,13,1.6541,2.0278,2.047,2.3051,2.5083,2.4987
6/18/2019,14,1.0001,1.085,0.7648,1.1715,1.1973,1.2823
6/18/2019,15,1.5801,1.7254,1.5858,1.8273,2.0554,2.0952
6/18/2019,16,2.8947,3.3096,3.4723,3.9164,4.2095,4.5545
6/18/2019,17,1.9355,2.2794,2.44,2.739,3.0282,3.1848
6/18/2019,18,2.2136,2.6534,2.8944,3.29,3.7779,4.0066
6/18/2019,19,1.3099,1.6807,1.8216,1.9965,2.2423,2.5817
6/18/2019,20,1.4167,1.7837,2.0626,2.2728,2.3783,2.5875
6/18/2019,21,2.6274,3.1497,3.8569,4.6858,5.0378,4.5465
6/18/2019,22,3.5591,4.2724,4.7621,5.2875,5.8612,6.3283
6/18/2019,23,6.7366,7.7688,8.869,10.0119,11.4935,12.3677
6/19/2019,0,6.6592,7.6444,8.7853,9.8755,11.254,12.084
6/19/2019,1,7.8977,9.0488,10.2478,11.3026,12.6512,13.3975
6/19/2019,2,6.3642,7.3016,8.2794,9.2655,10.5498,11.1822
6/19/2019,3,4.7146,5.4838,6.2299,7.0069,7.9896,8.7128
6/19/2019,4,3.4484,4.0557,4.6228,5.4619,6.4733,7.0204
6/19/2019,5,1.3279,1.5716,1.6811,1.9058,1.8337,1.7159
6/19/2019,6,1.8951,2.3407,2.6644,2.9562,2.8639,2.7083
6/19/2019,7,3.6158,4.1478,4.6645,5.2897,6.2512,6.8785
6/19/2019,8,5.4216,6.1865,6.9552,7.7996,8.9423,9.5759
6/19/2019,9,4.4915,5.0854,5.6409,6.3247,6.972,7.3642
6/19/2019,10,4.3902,4.961,5.4304,6.0542,6.6113,6.8227
6/19/2019,11,5.0804,5.8022,6.3752,7.0296,7.6964,8.0575
6/19/2019,12,5.1227,5.8225,6.4179,7.1352,7.9047,8.1593
6/19/2019,13,3.8497,4.3685,4.6152,5.1262,5.7009,6.0159
6/19/2019,14,6.2275,7.0199,7.7474,8.5773,9.5324,10.0026
6/19/2019,15,4.9052,5.6012,6.1847,6.8764,7.4735,7.9226
6/19/2019,16,1.8617,2.1599,2.1118,2.5203,2.8358,3.1588
6/19/2019,17,2.8207,3.2408,3.3679,3.8695,4.4007,4.6055
6/19/2019,18,1.1921,1.3379,1.1339,1.4747,1.6168,1.8523
6/19/2019,19,2.1173,2.4485,2.4883,2.9838,3.447,3.801
6/19/2019,20,4.033,4.7081,5.3198,6.1191,7.1407,7.5019
6/19/2019,21,1.3186,1.5928,1.4418,1.7786,1.9849,2.6382
6/19/2019,22,2.7638,3.6484,4.3701,5.303,6.7807,7.5816
6/19/2019,23,2.3404,2.8745,3.1464,3.7175,4.5434,5.0802
6/20/2019,0,1.813,2.1734,2.2787,2.8033,3.2352,3.6792
6/20/2019,1,2.0467,2.3908,2.477,2.7992,2.7924,2.8003
6/20/2019,2,1.4867,1.8038,2.0406,2.5017,2.7204,3.0425
6/20/2019,3,1.7706,2.1813,2.3384,2.5415,2.3663,2.354
6/20/2019,4,2.9258,3.6829,4.64,5.4075,5.35,5.4017
6/20/2019,5,2.8206,3.5755,4.554,5.5886,5.993,6.1433
6/20/2019,6,2.264,2.6508,2.9508,3.522,3.8636,4.002
6/20/2019,7,2.5243,3.3658,3.6049,3.8395,3.9806,4.1553
6/20/2019,8,3.1199,5.2117,5.7566,6.1235,6.3746,6.4856
6/20/2019,9,3.4714,5.7612,6.32,6.7999,7.1892,7.2268
6/20/2019,10,3.4333,5.3244,5.759,6.193,6.4925,6.6476
6/20/2019,11,3.2204,4.5318,4.8618,5.2618,5.6288,5.8902
6/20/2019,12,3.0906,4.461,4.7808,5.2249,5.5753,5.7355
6/20/2019,13,2.5842,3.5332,3.673,4.1348,4.4839,4.6342
6/20/2019,14,2.0582,3.0217,3.2181,3.6345,3.9609,4.1524
6/20/2019,15,4.0039,4.4911,4.7777,5.5445,6.487,7.1569
6/20/2019,16,6.1994,6.8943,7.5152,8.3903,9.9999,10.752
6/20/2019,17,6.8793,7.6269,8.4677,9.3813,11.2708,12.3122
6/20/2019,18,3.141,3.5529,3.8446,4.4008,5.1666,5.5491
6/20/2019,19,7.5971,8.6211,9.6577,10.8032,12.8895,13.9093
6/20/2019,20,4.7778,5.3867,6.0828,7.0039,9.0567,10.0724
6/20/2019,21,4.3732,4.9334,5.5666,6.3832,8.3453,9.4938
6/20/2019,22,3.0464,4.2638,4.9175,5.6808,6.5676,7.026
6/20/2019,23,1.3172,1.6629,1.3934,1.7227,1.5383,1.5139
6/21/2019,0,2.0907,2.6302,3.0962,3.9781,5.0245,5.3988
6/21/2019,1,2.3857,3.1037,3.7914,4.7315,5.8252,6.2518
6/21/2019,2,1.1964,1.3773,1.2744,1.6262,1.7025,2.0192
6/21/2019,3,1.869,2.874,3.425,4.1049,4.0883,3.9294
6/21/2019,4,2.6339,3.5632,4.321,5.2793,6.7379,7.2088
6/21/2019,5,3.6653,5.4915,6.3018,7.0986,8.5445,9.3028
6/21/2019,6,3.3122,4.9896,5.7237,6.4468,7.5814,8.0811
6/21/2019,7,3.3359,5.0776,5.6456,6.195,6.9417,7.1724
6/21/2019,8,4.1701,4.9044,5.5398,6.1217,6.7374,7.0005
6/21/2019,9,3.4901,4.8562,5.3688,5.7914,6.2403,6.4366
6/21/2019,10,3.5251,5.1251,5.6933,6.1546,6.6031,6.8464
6/21/2019,11,3.7593,5.2406,5.9053,6.4448,6.8509,6.9335
6/21/2019,12,2.4112,2.8242,3.032,3.5012,4.0741,4.2409
6/21/2019,13,2.6187,3.1926,3.4935,3.8498,4.2179,4.5779
6/21/2019,14,1.4572,1.6891,1.7676,1.9347,1.9529,2.0222
6/21/2019,15,1.2045,1.4893,1.493,1.6575,1.6914,1.8652
6/21/2019,16,0.8017,1.3156,1.3628,1.5825,1.5918,1.7262
6/21/2019,17,1.323,2.1721,2.4619,2.7542,2.8052,2.9131
6/21/2019,18,1.3596,2.2786,2.5743,2.9193,3.135,3.3475
6/21/2019,19,1.43,1.9463,2.1565,2.3991,2.6051,2.8561
6/21/2019,20,1.0994,1.6632,1.8366,2.07,2.3464,2.6507
6/21/2019,21,1.9219,3.258,3.7807,4.3447,4.9074,5.3346
6/21/2019,22,2.8997,3.6672,4.1697,4.6607,5.4048,5.8941
6/21/2019,23,3.5147,4.114,4.6979,5.2461,5.9508,6.3219
6/22/2019,0,3.4282,4.0655,4.5995,5.1403,5.9301,6.4997
6/22/2019,1,2.736,3.3376,3.8107,4.2607,4.8256,5.366
6/22/2019,2,1.5327,2.4662,2.8067,3.2181,3.7645,4.2492
6/22/2019,3,0.8277,1.6283,1.8,2.1005,2.4979,2.9122
6/22/2019,4,1.7116,1.9478,1.9575,2.2931,2.6275,2.6943
6/22/2019,5,0.8818,1.3111,1.3476,1.4549,1.3789,1.6603
6/22/2019,6,1.8991,2.8354,3.1,3.573,4.2307,4.8442
6/22/2019,7,5.9849,7.4153,8.457,9.3503,10.6296,11.2632
6/22/2019,8,4.9384,6.3978,7.1662,7.9119,8.959,9.5171
6/22/2019,9,4.4243,6.1262,6.81,7.379,8.0358,8.2796
6/22/2019,10,3.7365,5.3758,5.8809,6.2975,6.5555,6.5758
6/22/2019,11,2.7552,4.0229,4.3263,4.5778,4.77,4.8727
6/22/2019,12,1.873,2.0383,2.1395,2.3634,2.7221,2.8041
6/22/2019,13,2.096,2.5346,2.7607,3.0129,3.1995,3.2867
6/22/2019,14,1.9685,2.3747,2.5682,2.7398,2.8244,2.845
6/22/2019,15,1.2963,1.5256,1.6344,1.8266,2.0809,2.2342
6/22/2019,16,1.7957,2.0568,2.1542,2.4744,2.7221,2.872
6/22/2019,17,2.5134,3.005,3.3562,3.9575,4.7921,5.3948
6/22/2019,18,1.1049,1.3363,1.3593,1.6337,1.7693,2.2212
6/22/2019,19,1.1811,1.4746,1.6887,2.0134,2.4469,2.9357
6/22/2019,20,1.1187,1.578,1.965,2.5213,3.2368,3.4658
6/22/2019,21,1.2113,1.5767,1.8653,2.3523,2.903,3.1664
6/22/2019,22,0.9653,1.0819,1.1565,1.4724,1.6926,1.8257
6/22/2019,23,1.4479,1.7142,1.6306,1.6078,1.2265,1.2264
6/23/2019,0,1.5519,1.8875,2.2665,2.5705,2.1055,2.228
6/23/2019,1,1.829,2.2245,2.4662,2.5363,2.4246,2.7411
6/23/2019,2,1.1648,1.2855,1.2148,1.2886,1.5249,1.6475
6/23/2019,3,2.0351,2.4224,2.7447,3.2268,3.7202,3.721
6/23/2019,4,1.1324,1.4205,1.6495,1.9647,2.756,3.6507
6/23/2019,5,1.6665,1.982,2.3186,2.9156,3.5127,3.9592
6/23/2019,6,3.3827,3.9613,4.5328,5.2479,6.1747,6.7583
6/23/2019,7,2.8816,3.4617,3.9906,4.5536,5.5047,6.1327
6/23/2019,8,3.1633,3.7233,4.2529,4.8092,5.5133,6.024
6/23/2019,9,3.2544,3.7869,4.188,4.5475,5.17,5.6118
6/23/2019,10,4.127,4.6907,5.2572,5.8154,6.5157,6.9707
6/23/2019,11,3.624,4.2294,4.7213,5.1493,5.6564,5.9622
6/23/2019,12,3.7139,4.398,4.8547,5.4292,6.1478,6.3022
6/23/2019,13,2.791,3.2489,3.5432,3.9253,4.4233,4.5426
6/23/2019,14,2.6736,3.116,3.3474,3.6514,3.9946,4.0521
6/23/2019,15,2.0179,2.3242,2.399,2.6005,2.8019,3.0228
6/23/2019,16,1.6837,1.8615,1.9245,2.1529,2.3571,2.399
6/23/2019,17,1.2057,1.4865,1.502,1.6892,1.7764,1.8935
6/23/2019,18,1.2302,1.4033,1.3157,1.6353,1.7093,1.8081
6/23/2019,19,3.9453,4.6032,5.2086,5.8781,6.7043,7.3203
6/23/2019,20,1.4188,1.6985,1.9673,2.4033,3.1359,3.6614
6/23/2019,21,2.4977,2.99,3.5008,4.0618,4.8244,5.3205
6/23/2019,22,1.753,1.9366,2.0087,2.1762,2.3672,2.4481
6/23/2019,23,1.835,2.1259,2.3655,2.7138,3.2531,3.8155
6/24/2019,0,3.2114,3.7533,4.2389,4.8441,5.6676,6.0651
6/24/2019,1,2.7135,3.1366,3.5626,4.0143,4.6018,5.0081
6/24/2019,2,2.5438,3.0057,3.4315,4.0162,5.0951,5.8392
6/24/2019,3,4.5703,5.2639,6.0767,6.8939,8.2032,8.8493
6/24/2019,4,4.5632,5.2854,6.0867,6.9393,8.2149,8.8687
6/24/2019,5,8.599,9.8193,11.1498,12.3133,13.9543,14.6988
6/24/2019,6,7.8609,8.993,10.2104,11.3707,13.0313,13.7455
6/24/2019,7,8.209,9.4228,10.6068,11.7055,13.007,13.6963
6/24/2019,8,7.7275,8.8601,9.9807,10.9674,12.3702,13.2028
6/24/2019,9,6.4386,7.2523,8.1626,9.1052,10.4909,11.1069
6/24/2019,10,4.791,5.486,6.167,6.9122,7.9374,8.5069
6/24/2019,11,3.8982,4.4659,4.8534,5.4489,6.1943,6.5279
6/24/2019,12,3.2289,3.676,3.9165,4.4817,4.9275,5.0403
6/24/2019,13,2.2176,2.4862,2.4932,2.9461,3.3695,3.6047
6/24/2019,14,1.8046,2.0811,1.9863,2.5535,2.9911,3.1381
6/24/2019,15,1.5593,1.821,1.5663,2.1504,2.3897,2.658
6/24/2019,16,3.385,3.9277,4.274,4.828,5.2729,5.4824
6/24/2019,17,2.6889,3.1524,3.338,3.8822,4.492,4.8506
6/24/2019,18,2.3679,2.7648,2.8689,3.4763,3.9327,4.2255
6/24/2019,19,2.3178,2.803,3.0398,3.6264,4.1897,4.3788
6/24/2019,20,1.6258,1.8979,1.76,2.4326,2.9097,3.3339
6/24/2019,21,2.2021,2.7493,3.151,3.3916,2.9445,2.9276
6/24/2019,22,2.3353,2.8316,3.2351,3.8314,4.1578,3.9689
6/24/2019,23,1.4146,1.5957,1.5385,1.8667,2.3502,2.9746
6/25/2019,0,1.8202,2.0627,2.1706,2.5838,2.8503,2.5557
6/25/2019,1,2.0345,2.2545,2.2408,2.4755,2.5593,2.14
6/25/2019,2,1.7896,1.9958,2.0429,2.2355,2.115,1.9308
6/25/2019,3,1.2302,1.198,0.7745,0.8535,0.8405,1.425
6/25/2019,4,1.9899,2.2332,2.2694,2.5674,2.6755,3.3978
6/25/2019,5,2.0676,2.4517,2.7723,3.4834,4.1199,4.3215
6/25/2019,6,1.4821,1.8344,2.0129,2.2457,1.73,1.8368
6/25/2019,7,0.8696,1.1116,0.9237,1.5774,1.3408,0.9929
6/25/2019,8,1.1616,1.3611,0.9965,1.5119,1.3398,1.4014
6/25/2019,9,1.3913,1.5769,1.4119,1.7487,1.7135,1.7092
6/25/2019,10,1.1486,1.2093,0.9285,1.3516,1.3985,1.4588
6/25/2019,11,1.2048,1.3479,1.0807,1.4982,1.4424,1.4246
6/25/2019,12,2.0685,2.7918,2.9029,3.4155,3.7495,3.9925
6/25/2019,13,3.3808,4.6513,5.2622,5.9468,6.8275,7.1075
6/25/2019,14,4.0335,5.0373,5.6741,6.4188,7.2988,7.6771
6/25/2019,15,2.8946,4.076,4.5442,5.2421,6.115,6.6762
6/25/2019,16,3.3763,5.4509,6.319,7.4195,8.8119,9.4156
6/25/2019,17,1.4991,1.7976,1.9037,2.518,2.899,3.0912
6/25/2019,18,0.8409,0.8053,0.4326,1.0011,1.0429,0.9782
6/25/2019,19,1.1798,1.2059,0.9998,1.5079,1.5453,1.4056
6/25/2019,20,1.6265,1.734,1.6034,1.8225,1.7493,1.7387
6/25/2019,21,1.8153,2.1741,2.4616,3.3073,4.017,3.3983
6/25/2019,22,2.0484,2.7398,3.2436,4.0862,4.9021,4.8368
6/25/2019,23,1.5853,2.1839,2.8119,3.9284,5.1892,5.4738
6/26/2019,0,1.2979,1.4419,1.5299,2.1135,2.8736,2.8744
6/26/2019,1,1.9328,2.0014,1.9045,2.3493,2.2914,1.7944
6/26/2019,2,2.1736,2.5126,2.7749,3.45,4.4199,3.8725
6/26/2019,3,1.6299,1.7216,1.734,2.0693,1.9034,2.4438
6/26/2019,4,1.3126,1.6109,1.7556,2.4286,1.3433,1.1767
6/26/2019,5,1.2958,1.471,1.2763,1.4923,0.6421,0.8656
6/26/2019,6,1.4705,1.6878,1.6187,1.6537,0.9598,0.8235
6/26/2019,7,0.9148,1.0338,0.8733,1.2267,1.034,1.2677
6/26/2019,8,1.2652,1.5262,1.5009,1.9377,2.2344,2.7184
