DATE (MM/DD/YYYY),HOUR-MST,Avg Avg Wind Speed @ 2m [m/s],Avg Avg Wind Speed @ 5m [m/s],Avg Avg Wind Speed @ 10m [m/s],Avg Avg Wind Speed @ 20m [m/s],Avg Avg Wind Speed @ 50m [m/s],Avg Avg Wind Speed @ 80m [m/s]
1/1/2010,0,2.2143,2.5209,2.6319,2.8399,3.0649,3.091
1/1/2010,1,10.7672,11.9233,13.0955,14.2309,15.8653,15.7873
1/1/2010,2,7.387,8.2247,8.9531,9.7328,10.9088,10.8154
1/1/2010,3,5.3685,5.9676,6.5364,7.2086,7.9747,7.9127
1/1/2010,4,3.7746,4.6083,5.1164,5.6899,6.1737,5.8042
1/1/2010,5,9.1856,10.2019,11.3986,12.6631,14.3724,14.4278
1/1/2010,6,5.3271,6.032,6.645,7.4687,8.5217,8.6178
1/1/2010,7,2.1667,2.3811,2.4213,2.7048,3.07,2.924
1/1/2010,8,1.4568,1.8694,1.9151,1.9375,1.9354,1.6477
1/1/2010,9,1.4595,1.9972,2.1195,2.2344,1.9607,1.5688
1/1/2010,10,2.2891,2.5902,2.7333,3.1595,4.0211,3.8905
1/1/2010,11,1.4247,1.5795,1.6286,1.9375,2.4398,2.7178
1/1/2010,12,2.041,2.2328,2.2916,2.5452,3.0365,3.0202
1/1/2010,13,4.5441,5.0856,5.5087,5.9487,6.3992,6.4103
1/1/2010,14,1.4744,1.6216,1.6444,1.7528,1.6089,1.2724
1/1/2010,15,2.3287,2.6068,2.6416,2.8306,2.9449,2.8085
1/1/2010,16,2.1766,2.492,2.6104,2.8753,3.1582,3.0766
1/1/2010,17,2.139,2.5299,2.8201,3.2902,4.1386,4.2962
1/1/2010,18,1.4271,1.6787,1.8488,2.3249,3.1111,3.4795
1/1/2010,19,1.4953,1.7987,1.9814,2.3631,3.0106,3.6252
1/1/2010,20,1.3462,1.7172,2.0049,2.4805,2.9013,2.9376
1/1/2010,21,1.0478,1.1793,1.1509,1.3211,1.5533,1.453
1/1/2010,22,2.9717,3.6033,4.0293,4.7086,5.6842,5.8748
1/1/2010,23,4.6482,5.1756,5.8359,6.6609,7.8619,7.9202
1/2/2010,0,1.8401,2.1862,2.3929,2.8929,3.541,3.3024
1/2/2010,1,2.014,2.2434,2.333,2.7094,3.1636,3.2509
1/2/2010,2,1.7987,2.0632,2.2185,2.6354,3.5675,3.8876
1/2/2010,3,1.9321,2.3291,2.5851,3.1426,4.1119,5.2162
1/2/2010,4,2.4396,2.7634,3.0278,3.751,4.3221,4.5827
1/2/2010,5,2.4719,2.8061,3.0727,3.8921,5.1189,5.3418
1/2/2010,6,1.6015,1.8182,1.7854,1.9494,2.4821,2.628
1/2/2010,7,2.9459,3.3967,3.6782,4.1395,5.1352,5.6535
1/2/2010,8,1.8118,2.1842,2.4243,2.861,3.9979,4.6332
1/2/2010,9,1.6209,1.9836,2.2396,2.7202,3.6351,3.9903
1/2/2010,10,1.6047,1.8184,2.0232,2.4361,3.1522,3.5764
1/2/2010,11,4.2814,4.7934,5.2985,5.9359,6.607,6.7586
1/2/2010,12,3.8193,4.2927,4.7243,5.266,5.9249,6.2012
1/2/2010,13,5.7992,6.4958,7.2494,8.0364,8.9103,8.6984
1/2/2010,14,7.9382,8.7869,9.7131,10.5254,11.6409,11.466
1/2/2010,15,5.0219,5.6543,6.2109,6.8109,7.6967,7.6593
1/2/2010,16,2.6491,2.9585,3.2864,3.7574,4.2864,4.3108
1/2/2010,17,5.2582,5.9559,6.6351,7.3391,8.2117,8.054
1/2/2010,18,6.7245,7.5638,8.3935,9.163,10.2686,10.342
1/2/2010,19,7.3889,8.291,9.1344,9.9482,11.1314,11.2661
1/2/2010,20,6.7934,7.5772,8.3543,9.0721,10.3406,10.3025
1/2/2010,21,3.0898,3.6129,4.0103,4.64,5.2925,5.3791
1/2/2010,22,2.6545,3.3298,3.8418,4.6251,5.1339,4.3285
1/2/2010,23,2.2349,2.8207,3.3134,4.0296,4.8779,5.0946
1/3/2010,0,1.5359,2.001,2.1367,2.439,2.5682,2.2952
1/3/2010,1,1.0989,1.2934,1.1355,1.031,0.9605,1.2926
1/3/2010,2,0.6585,0.824,0.921,1.2127,1.6161,1.8591
1/3/2010,3,2.4409,2.8763,3.3329,4.0193,5.0372,5.287
1/3/2010,4,4.4316,5.0785,5.7898,6.6366,7.8342,8.0555
1/3/2010,5,2.3346,2.903,3.4217,4.1998,5.4783,5.8301
1/3/2010,6,1.1898,1.5614,1.9427,2.7711,4.4632,4.8509
1/3/2010,7,0.7588,0.9844,1.1742,1.6436,2.4471,2.585
1/3/2010,8,0.7867,0.6719,0.4895,0.5876,1.5084,1.8143
1/3/2010,9,1.0815,1.1331,0.8021,0.5816,0.6399,0.7667
1/3/2010,10,0.9371,1.0661,1.0373,1.1016,1.1498,1.0828
1/3/2010,11,2.01,2.8686,2.9742,3.2209,3.3802,3.2079
1/3/2010,12,2.3448,3.0675,3.2686,3.5338,3.7037,3.384
1/3/2010,13,2.4078,2.97,3.0667,3.3701,3.6457,3.4601
1/3/2010,14,2.3817,2.3724,2.3602,2.5156,2.8276,2.4896
1/3/2010,15,2.4015,2.1663,1.9412,2.1231,2.3394,2.1197
1/3/2010,16,1.4487,1.5977,1.6266,1.8155,1.8991,1.7226
1/3/2010,17,0.5925,0.8028,0.8272,1.0418,1.2398,1.1887
1/3/2010,18,0.7672,0.847,0.8825,1.0869,1.0701,0.9635
1/3/2010,19,0.6004,0.7601,0.7923,0.9465,0.8588,0.8595
1/3/2010,20,0.5717,0.658,0.6392,0.7487,0.7151,0.6651
1/3/2010,21,1.5375,1.7552,1.8611,2.2267,2.1614,2.1658
1/3/2010,22,1.7778,2.0918,2.2468,2.5006,2.5242,2.8852
1/3/2010,23,1.2805,1.3597,1.2677,1.4519,1.9164,2.3928
1/4/2010,0,1.2919,1.417,1.4839,1.8156,2.2335,2.5269
1/4/2010,1,1.6214,1.8474,2.0216,2.4828,2.9695,2.909
1/4/2010,2,1.0068,1.2956,1.5496,2.0212,2.4887,2.4096
1/4/2010,3,0.9723,1.2395,1.2452,1.2463,1.0653,1.2831
1/4/2010,4,1.4624,1.6012,1.4768,1.3458,1.7656,2.2447
1/4/2010,5,1.226,1.4247,1.5605,2.0377,3.0543,3.8395
1/4/2010,6,2.2764,2.7586,3.2221,4.0493,5.3022,5.8695
1/4/2010,7,0.8801,1.0983,1.1229,1.3575,1.6523,2.0412
1/4/2010,8,1.293,1.472,1.5225,1.6831,1.697,1.9526
1/4/2010,9,1.0164,1.2511,1.3126,1.4184,1.064,0.8631
1/4/2010,10,0.9605,1.1762,1.12,1.1976,1.206,0.8981
1/4/2010,11,1.2806,1.81,1.8712,2.0497,2.1154,1.9457
1/4/2010,12,2.2943,3.4201,3.5427,3.7376,3.9126,3.7871
1/4/2010,13,2.6589,4.4085,4.6779,4.9632,5.1618,4.9263
1/4/2010,14,2.4303,3.6727,3.9153,4.2114,4.4045,4.2193
1/4/2010,15,2.0508,2.3408,2.446,2.7309,3.0103,2.9938
1/4/2010,16,0.9505,1.2894,1.3398,1.612,2.3813,2.8444
1/4/2010,17,1.1537,1.3371,1.3316,1.4038,1.153,1.1867
1/4/2010,18,1.6093,1.7141,1.6085,1.6074,1.4722,1.6047
1/4/2010,19,1.6015,1.8101,1.8635,2.009,2.0794,2.1328
1/4/2010,20,1.014,1.07,1.0344,0.8604,0.6987,0.6995
1/4/2010,21,0.8405,0.9058,0.9074,0.963,0.8171,0.6659
1/4/2010,22,0.9377,1.0018,0.9792,1.089,1.1429,0.9459
1/4/2010,23,0.7111,0.7641,0.647,0.6956,0.8546,1.0753
1/5/2010,0,1.5281,1.8575,1.9946,2.2423,2.3352,2.3462
1/5/2010,1,0.8292,0.864,0.7795,0.793,0.7415,0.8356
1/5/2010,2,1.4355,1.5888,1.6424,1.7519,1.5351,1.513
1/5/2010,3,1.311,1.5169,1.5406,1.6301,1.355,0.8808
1/5/2010,4,1.5819,1.9376,1.9921,1.9813,1.8441,1.8716
1/5/2010,5,1.3282,1.4863,1.5134,1.714,1.8736,1.9238
1/5/2010,6,1.3081,1.5327,1.734,2.1065,3.0068,3.4909
1/5/2010,7,4.0265,4.5804,5.2145,6.0389,7.3451,7.4462
1/5/2010,8,5.9124,6.5169,7.1589,7.9308,9.0603,9.1376
1/5/2010,9,3.58,4.0492,4.3547,4.856,5.4443,5.5287
1/5/2010,10,2.1792,2.5196,2.5597,2.7766,2.9973,2.8973
1/5/2010,11,3.6168,4.0163,4.3,4.7051,5.1865,5.0912
1/5/2010,12,7.7145,8.5546,9.3581,10.2521,11.2285,10.958
1/5/2010,13,10.9303,12.2344,13.6292,14.8934,16.5018,16.3198
1/5/2010,14,12.7836,14.2026,15.9698,17.7957,19.6448,19.1005
1/5/2010,15,5.8679,6.5669,7.1606,7.8963,8.7641,8.6855
1/5/2010,16,4.6373,5.2328,5.7168,6.3436,7.226,7.187
1/5/2010,17,3.4486,3.8606,4.1797,4.6298,5.2074,5.2061
1/5/2010,18,3.3953,3.8481,4.204,4.706,5.4211,5.4878
1/5/2010,19,2.6368,3.0083,3.2281,3.6629,4.4365,4.7821
1/5/2010,20,6.342,7.0856,8.066,9.2506,10.6994,10.7605
1/5/2010,21,6.6211,7.3691,8.383,9.6094,11.6456,11.8079
1/5/2010,22,3.1081,3.4919,3.7612,4.1919,4.6712,4.6851
1/5/2010,23,3.1534,3.5749,3.8979,4.3621,5.0321,5.3272
1/6/2010,0,3.6428,4.0841,4.4994,5.0327,5.7216,5.958
1/6/2010,1,2.4276,2.713,2.8915,3.2768,3.6973,3.9398
1/6/2010,2,3.0513,3.3245,3.5037,3.7411,4.2035,4.2622
1/6/2010,3,3.5468,4.0145,4.4574,5.1249,5.7991,5.7742
1/6/2010,4,9.4773,10.4151,11.5824,13.0157,14.7386,14.5511
1/6/2010,5,5.2583,5.8118,6.3821,7.1315,8.1416,8.1729
1/6/2010,6,2.7112,3.1452,3.5558,4.1095,4.8037,4.8131
1/6/2010,7,3.2891,3.8473,4.4463,5.2273,6.1409,6.1166
1/6/2010,8,5.3678,6.2462,6.7742,7.3626,8.1834,8.0337
1/6/2010,9,3.2985,3.1826,3.1552,3.7246,3.8162,3.5399
1/6/2010,10,2.7161,2.5974,2.5557,2.9572,2.5732,2.0628
1/6/2010,11,2.7386,2.4735,2.3831,2.7398,2.3505,1.8853
1/6/2010,12,3.1006,2.9769,2.9341,3.5033,2.9985,2.6816
1/6/2010,13,3.5858,3.8608,4.052,4.7809,3.9781,3.5399
1/6/2010,14,3.3858,3.6491,3.8343,4.3739,3.7052,3.2854
1/6/2010,15,2.283,2.4969,2.5725,2.7266,2.2667,1.916
1/6/2010,16,2.4912,2.298,2.2636,2.5263,2.1908,1.6441
1/6/2010,17,1.608,1.8927,1.9498,2.1704,1.8939,1.5798
1/6/2010,18,0.7394,1.1333,1.2009,1.3325,1.1452,1.0856
1/6/2010,19,1.1777,2.0101,2.1572,2.4307,2.2205,2.0785
1/6/2010,20,2.5486,3.7327,4.0525,4.5416,4.1827,3.8373
1/6/2010,21,2.3149,3.0079,3.2399,3.6085,3.349,3.1304
1/6/2010,22,1.3367,1.5595,1.7074,1.9161,1.8011,1.8339
1/6/2010,23,0.9954,1.2745,1.4247,1.7033,1.5218,1.4075
1/7/2010,0,0.7524,0.9479,1.0836,1.3012,1.0096,0.885
1/7/2010,1,0.9962,1.0112,0.7776,0.6113,0.3163,0.3
1/7/2010,2,1.6113,1.924,1.9777,1.7304,0.8337,0.5496
1/7/2010,3,1.6761,2.1045,2.2582,2.2153,1.0906,0.5966
1/7/2010,4,1.7388,1.8328,1.6393,1.411,1.0147,0.7378
1/7/2010,5,1.9937,2.3598,2.6045,2.7644,2.2162,1.684
1/7/2010,6,2.0639,2.6605,2.9467,2.9802,2.3933,1.8722
1/7/2010,7,2.0811,2.7953,3.4116,3.5224,3.2368,2.898
1/7/2010,8,1.58,1.9968,2.4585,2.7532,2.1773,1.936
1/7/2010,9,0.6241,0.7606,0.7521,0.8007,0.8832,1.2679
1/7/2010,10,0.4238,0.4939,0.4727,0.6557,1.3828,1.5655
1/7/2010,11,0.3979,0.5054,0.5115,0.6133,0.8556,1.4252
1/7/2010,12,1.6067,2.3283,2.3964,2.6124,3.009,3.6868
1/7/2010,13,1.7643,2.9671,3.0802,3.3728,3.763,3.8716
1/7/2010,14,1.7205,2.3679,2.4294,2.6549,2.7372,2.705
1/7/2010,15,1.1953,1.3619,1.2822,1.4901,1.4064,1.0843
1/7/2010,16,0.7116,0.818,0.8002,0.856,0.8763,1.0084
1/7/2010,17,0.4961,0.4572,0.3889,0.416,0.3861,0.3883
1/7/2010,18,0.8804,0.6621,0.3669,0.3334,0.4178,0.3883
1/7/2010,19,1.3788,1.3356,1.1741,1.2728,1.2886,1.2894
1/7/2010,20,1.6301,1.8978,1.9303,2.0607,2.069,2.0019
1/7/2010,21,2.2776,2.931,3.5725,3.905,3.8716,3.9123
1/7/2010,22,2.3658,2.9497,3.5119,4.0129,4.9892,5.2812
1/7/2010,23,1.922,2.3627,2.8587,3.6529,5.0982,5.6377
1/8/2010,0,2.2164,2.7518,3.3386,3.9278,4.7464,5.1565
1/8/2010,1,2.3823,2.9368,3.5447,4.0397,3.6649,3.1714
1/8/2010,2,0.7736,0.8522,0.8704,0.9917,0.9814,1.1289
1/8/2010,3,1.4665,1.7123,1.5093,1.4195,1.6911,2.1967
1/8/2010,4,2.0808,2.205,2.4171,2.7883,3.4667,4.4014
1/8/2010,5,1.9048,1.9638,2.1476,2.5412,3.3281,4.0241
1/8/2010,6,2.3259,2.5991,2.6919,2.9532,3.677,4.7357
1/8/2010,7,1.9362,2.0035,1.9432,2.3195,3.2048,4.1148
1/8/2010,8,1.9422,2.1614,2.1769,2.5871,3.4324,4.1429
1/8/2010,9,1.8971,2.0962,2.174,2.5478,3.4368,3.8824
1/8/2010,10,1.8824,2.3365,2.6623,2.9907,3.1986,3.6042
1/8/2010,11,0.7043,0.8632,0.8749,0.9268,1.9515,2.5823
1/8/2010,12,1.481,1.8785,2.0732,2.628,3.7628,3.6686
1/8/2010,13,1.1166,1.2183,1.1696,1.0883,1.0224,1.7849
1/8/2010,14,1.8465,2.7512,2.9555,3.3986,4.4255,4.2503
1/8/2010,15,1.9106,3.3613,3.6906,4.1308,3.86,2.6604
1/8/2010,16,2.2253,2.7138,3.0601,3.7897,3.158,1.9622
1/8/2010,17,1.5127,2.2748,2.9676,3.7939,2.8933,1.7807
1/8/2010,18,1.691,1.9703,2.0485,2.4182,2.8776,3.5808
1/8/2010,19,1.5587,2.1697,2.547,2.9973,2.1692,2.0352
1/8/2010,20,0.9061,1.1468,1.1688,1.5508,1.4588,1.0206
1/8/2010,21,1.2105,1.2593,1.1563,1.2995,1.2417,1.3481
1/8/2010,22,0.5305,0.5911,0.6402,0.843,1.7357,2.9745
1/8/2010,23,1.0288,1.0232,0.94,1.1319,1.9234,2.9259
1/9/2010,0,1.2329,1.3441,1.2915,1.1476,0.961,0.7551
1/9/2010,1,2.269,2.3832,2.5717,2.9492,2.2962,2.0492
1/9/2010,2,1.6546,1.8939,2.063,2.4797,3.2539,3.3978
1/9/2010,3,1.632,1.9051,2.1433,2.6191,3.2616,3.3804
1/9/2010,4,3.1291,3.6881,4.2323,4.9537,6.1473,6.5191
1/9/2010,5,3.6494,4.1893,4.7623,5.5787,6.8854,7.2072
1/9/2010,6,2.1022,2.6325,3.1625,3.9209,4.9729,5.2367
1/9/2010,7,4.8934,5.5142,6.0799,6.8475,8.2134,8.6313
1/9/2010,8,1.9409,2.2513,2.3883,2.7377,3.3851,3.6203
1/9/2010,9,1.5832,1.8872,2.117,2.6108,3.2065,3.5612
1/9/2010,10,1.3937,1.7455,1.8965,2.1567,1.8352,1.7255
1/9/2010,11,1.2785,1.4864,1.5434,1.7427,2.061,2.1656
1/9/2010,12,1.8135,2.233,2.4014,2.8422,3.484,3.6284
1/9/2010,13,1.4194,2.5,2.6091,2.8369,2.9378,2.8731
1/9/2010,14,1.1782,1.7882,1.8208,2.0068,2.1971,2.1327
1/9/2010,15,1.0334,1.0919,1.0024,1.0652,1.3134,1.5284
1/9/2010,16,1.1313,1.47,1.5406,1.7087,2.2587,2.8301
1/9/2010,17,2.3148,2.6615,2.801,2.9445,3.2782,3.21
1/9/2010,18,1.8858,2.2427,2.5126,2.8109,2.6893,2.6909
1/9/2010,19,1.9113,1.9888,1.7488,1.323,0.8883,1.262
1/9/2010,20,1.904,1.8105,1.5266,1.3091,0.8013,0.9481
1/9/2010,21,1.687,1.6954,1.4708,1.4918,1.8826,1.9767
1/9/2010,22,1.4869,1.6662,1.8537,2.2555,2.9404,2.8203
1/9/2010,23,1.6402,1.8068,1.9563,2.3538,3.3729,3.9019
1/10/2010,0,1.6668,1.7882,1.963,2.6184,4.1778,4.8238
1/10/2010,1,1.4611,1.5834,1.7712,2.2659,2.7023,2.3964
1/10/2010,2,1.4563,1.6095,1.7114,2.1468,3.2438,3.7546
1/10/2010,3,1.6355,1.7141,1.7653,1.9811,1.8046,1.7389
1/10/2010,4,1.2316,1.4735,1.7011,2.2143,2.9568,2.7802
1/10/2010,5,1.3441,1.6081,1.8851,2.4784,3.5665,4.1391
1/10/2010,6,1.2731,1.4609,1.4686,1.5941,2.2137,2.7948
1/10/2010,7,2.1642,2.1467,1.7635,1.2036,1.0243,1.1568
1/10/2010,8,2.3156,2.5661,2.5841,2.238,1.1573,0.8148
1/10/2010,9,1.8938,2.4096,2.729,2.6801,1.7655,0.9952
1/10/2010,10,2.2566,2.6222,2.731,2.8993,2.4871,2.1134
1/10/2010,11,2.9611,3.2914,3.5831,4.0007,4.5057,4.5303
1/10/2010,12,3.6811,4.2007,4.5394,4.9234,5.3914,5.3268
1/10/2010,13,2.776,3.6957,4.047,4.5539,5.1364,5.033
1/10/2010,14,2.2692,3.0379,3.1632,3.3977,3.5516,3.4027
1/10/2010,15,1.7051,2.272,2.3517,2.5806,2.7145,2.664
1/10/2010,16,1.076,1.2959,1.3116,1.4618,1.3943,1.1053
1/10/2010,17,1.2801,1.6003,1.7226,1.9493,1.7333,1.6889
1/10/2010,18,1.2536,1.4987,1.6985,2.3932,3.0502,2.8416
1/10/2010,19,1.4272,1.7538,2.1016,2.8687,3.2607,2.9343
1/10/2010,20,1.8459,2.3062,2.8916,3.7398,4.0604,3.8564
1/10/2010,21,1.8178,2.2743,2.7884,3.6441,4.4354,3.9876
1/10/2010,22,1.6815,1.9636,2.2461,2.886,3.8223,3.27
1/10/2010,23,2.0589,2.1607,2.2579,2.3488,2.577,2.3439
1/11/2010,0,1.7258,1.9089,1.9138,2.2979,3.3035,3.1433
1/11/2010,1,1.3255,1.5191,1.6856,2.1718,2.3932,1.5207
1/11/2010,2,1.5694,1.7219,1.8205,2.2006,1.9748,1.1011
1/11/2010,3,2.4188,2.9411,3.2801,3.8607,5.1292,4.4357
1/11/2010,4,2.2367,2.7698,3.177,3.7071,4.537,4.8848
1/11/2010,5,1.3802,1.4875,1.4591,1.6392,2.8873,3.7037
1/11/2010,6,1.4065,1.4554,1.1563,1.0657,1.6381,1.874
1/11/2010,7,1.939,1.9213,1.8417,2.3603,2.6129,2.715
1/11/2010,8,1.5366,1.5238,1.449,1.514,1.3133,1.0744
1/11/2010,9,1.1241,1.2879,1.449,1.7559,2.577,2.2685
1/11/2010,10,1.0241,1.1184,1.1517,1.395,1.8145,1.7478
1/11/2010,11,1.5839,1.7393,1.7247,1.8598,1.958,1.9807
1/11/2010,12,1.7528,1.8929,1.8697,1.9593,1.7288,1.248
1/11/2010,13,1.2775,1.4271,1.3962,1.5081,1.4457,1.2897
1/11/2010,14,1.2115,1.4518,1.4491,1.5462,1.6499,1.6476
1/11/2010,15,1.6626,2.1036,2.1976,2.3876,2.4327,2.2033
1/11/2010,16,0.9433,1.2767,1.3444,1.5931,2.3034,2.394
1/11/2010,17,0.364,0.4929,0.6117,0.7451,0.6247,0.8268
1/11/2010,18,1.3403,1.4887,1.5033,1.6277,1.5636,1.2188
1/11/2010,19,0.8571,0.8212,0.8354,1.2377,2.0556,1.801
1/11/2010,20,1.3955,1.5929,1.8086,2.4657,3.4502,3.1134
1/11/2010,21,1.6306,1.5288,1.2646,1.1984,1.293,1.0678
1/11/2010,22,1.5306,1.5376,1.3727,1.5011,1.407,1.2192
1/11/2010,23,1.9162,2.4109,2.5045,2.6114,2.1762,0.9249
1/12/2010,0,0.9795,1.0594,1.1022,1.3866,1.9565,1.9755
1/12/2010,1,1.3218,1.2113,0.9029,0.9147,1.0956,1.5202
1/12/2010,2,1.0291,0.9724,0.7383,0.7287,1.2654,1.2737
1/12/2010,3,2.1018,2.1284,1.8239,1.6333,0.9527,0.8501
1/12/2010,4,1.51,1.4414,1.2515,1.1978,1.1132,1.0215
1/12/2010,5,1.9616,1.9685,1.4764,1.0218,0.632,0.8404
1/12/2010,6,2.0393,2.0925,1.9129,1.7353,1.5532,1.617
1/12/2010,7,1.6485,1.4693,1.1497,1.3226,1.6654,2.0032
1/12/2010,8,2.0417,2.1512,2.2134,2.2049,1.8969,1.7322
1/12/2010,9,2.0667,2.7002,3.3123,3.4363,2.5075,1.3955
1/12/2010,10,1.6149,1.939,2.1591,2.5,2.4897,1.9541
1/12/2010,11,2.1808,2.4279,2.4988,2.6769,2.7108,2.572
1/12/2010,12,2.7341,2.9433,3.0318,3.2274,3.447,3.3675
1/12/2010,13,2.4144,3.1401,3.2643,3.4676,3.6254,3.4445
1/12/2010,14,2.0489,2.988,3.1897,3.4764,3.6079,3.4255
1/12/2010,15,2.1053,2.5961,2.7153,2.9449,3.1218,3.0227
1/12/2010,16,1.1996,1.8354,2.0604,2.4373,2.708,2.6713
1/12/2010,17,1.5195,1.5556,1.6083,1.578,1.1396,1.2478
1/12/2010,18,1.314,1.1746,0.8252,0.9803,1.0947,0.909
1/12/2010,19,1.832,1.8351,1.7739,1.9621,1.4609,1.2128
1/12/2010,20,1.9742,2.1759,2.3854,3.1285,4.0915,3.1639
1/12/2010,21,2.7925,3.209,3.6874,4.4461,5.7203,5.839
1/12/2010,22,2.7211,3.069,3.444,4.0759,5.1603,5.4906
1/12/2010,23,2.1756,2.5546,2.9984,3.7362,5.1825,5.424
1/13/2010,0,1.5938,1.7593,1.89,2.401,3.798,4.7232
1/13/2010,1,5.6496,6.4062,7.2213,8.0174,9.169,9.2542
1/13/2010,2,1.3134,1.6257,1.9064,2.4592,3.4822,3.8557
1/13/2010,3,3.9877,4.5419,5.234,5.9699,7.4905,7.947
1/13/2010,4,6.2708,7.0874,7.9547,8.8434,9.9308,9.9903
1/13/2010,5,4.4813,5.0518,5.5722,6.1336,7.0736,7.1185
1/13/2010,6,4.979,5.6487,6.3685,7.1212,8.1428,8.17
1/13/2010,7,6.56,7.3416,8.2652,9.2696,10.3738,10.18
1/13/2010,8,6.8186,7.6613,8.5472,9.3552,10.4318,10.2565
1/13/2010,9,7.5946,8.4758,9.5793,10.6195,11.833,11.5088
1/13/2010,10,4.0385,4.5424,5.0507,5.6433,6.5291,6.8332
1/13/2010,11,3.2682,3.6271,3.9291,4.4141,4.9541,4.6366
1/13/2010,12,3.247,3.6095,4.0089,4.5696,5.338,5.3748
1/13/2010,13,2.2263,2.6796,2.8057,3.0168,3.2149,3.045
1/13/2010,14,2.7688,3.5013,3.7327,4.0424,4.2481,4.0082
1/13/2010,15,2.5792,3.0762,3.2727,3.598,3.9007,3.8161
1/13/2010,16,1.9367,2.2806,2.5477,3.0218,3.4465,3.3459
1/13/2010,17,1.9916,1.991,2.1319,2.4396,2.3107,2.1641
1/13/2010,18,1.458,1.7359,1.8697,2.1931,2.1145,1.1915
1/13/2010,19,1.6001,1.7295,1.7641,1.7423,0.9832,0.7114
1/13/2010,20,1.593,1.8121,1.9368,2.3219,2.7324,2.3379
1/13/2010,21,2.0507,2.5878,3.0359,3.723,4.5413,4.8659
1/13/2010,22,1.6464,1.8719,1.9675,2.2757,2.5138,2.18
1/13/2010,23,2.7401,3.3725,3.938,4.3982,4.5404,4.3014
1/14/2010,0,2.0278,2.424,2.7061,2.872,2.6578,2.5347
1/14/2010,1,1.738,1.8415,1.8673,2.0717,1.9634,1.7901
1/14/2010,2,1.4009,1.5964,1.6698,2.0413,2.1104,1.3528
1/14/2010,3,1.2954,1.4683,1.5253,1.5093,0.5136,0.313
1/14/2010,4,0.9772,1.02,1.0402,1.4501,1.2504,0.6417
1/14/2010,5,1.4715,1.3632,1.0998,1.0804,1.0511,1.1901
1/14/2010,6,1.408,1.4352,1.2805,1.3189,0.8942,0.9225
1/14/2010,7,1.0461,1.2499,1.3914,1.8763,2.7765,2.536
1/14/2010,8,1.2406,1.3064,1.2995,1.352,1.0539,1.6191
1/14/2010,9,1.0254,1.2838,1.4422,1.9834,2.552,2.0069
1/14/2010,10,1.0171,1.1751,1.2066,1.456,1.9559,1.8751
1/14/2010,11,1.2919,1.311,1.3123,1.4265,1.4735,1.2713
1/14/2010,12,0.8781,1.1992,1.1809,1.2764,1.1625,1.1074
1/14/2010,13,1.574,2.4138,2.4555,2.5925,2.545,2.4153
1/14/2010,14,1.7135,2.3661,2.3963,2.558,2.6111,2.5048
1/14/2010,15,1.5227,2.5138,2.702,2.9576,2.9566,2.7827
1/14/2010,16,0.8835,1.542,1.7106,1.9874,2.0179,1.9604
1/14/2010,17,0.4336,0.5433,0.4856,0.5438,0.8926,1.3503
1/14/2010,18,0.3927,0.3968,0.3535,0.4758,0.6721,0.596
1/14/2010,19,1.0747,1.1717,1.1537,1.5348,1.0727,0.6724
1/14/2010,20,1.7172,1.8633,1.8526,2.1649,1.5468,1.1167
1/14/2010,21,1.0971,1.2557,1.4571,2.0702,2.7344,2.2327
1/14/2010,22,1.4126,1.7577,2.0709,2.752,3.3339,3.172
1/14/2010,23,0.7697,1.0468,1.1793,1.4606,1.7809,2.2115
1/15/2010,0,1.1988,1.2103,1.0312,1.0872,1.4976,2.0892
1/15/2010,1,1.605,1.5611,1.2696,1.111,0.7421,0.8496
1/15/2010,2,1.291,1.472,1.3927,1.3001,1.3897,1.8572
1/15/2010,3,1.9164,2.2789,2.586,3.0639,3.9516,4.5347
1/15/2010,4,3.7346,4.3125,4.9121,5.6669,6.7333,7.0293
1/15/2010,5,2.9834,3.5709,4.1264,4.8336,5.7671,6.1606
1/15/2010,6,2.4902,2.9853,3.5249,4.43,5.7673,6.4551
1/15/2010,7,2.442,2.8826,3.2744,3.9479,4.8617,5.2367
1/15/2010,8,1.4767,1.7689,1.9534,2.4246,3.1722,3.4883
1/15/2010,9,1.4566,1.7299,1.6487,1.4381,1.1838,1.3339
1/15/2010,10,1.1955,1.6978,1.7215,1.8393,1.8543,1.7546
1/15/2010,11,2.4748,3.2804,3.3652,3.5238,3.5665,3.3705
1/15/2010,12,3.1037,4.3525,4.569,4.782,4.9501,4.7325
1/15/2010,13,2.9585,4.1367,4.3537,4.6085,4.8332,4.6508
1/15/2010,14,2.3682,3.4128,3.5758,3.7996,4.0044,3.8394
1/15/2010,15,1.8587,2.6449,2.7852,3.0141,3.1788,3.096
1/15/2010,16,1.2118,1.8235,1.9095,2.0883,2.2019,2.1283
1/15/2010,17,1.0158,1.1696,1.2134,1.4072,1.3854,0.8601
1/15/2010,18,0.9906,1.0333,0.968,0.9977,0.982,0.7257
1/15/2010,19,1.8794,1.8349,1.6554,1.2098,1.0963,1.5687
1/15/2010,20,1.2448,1.1997,1.0107,0.9984,1.0724,1.0254
1/15/2010,21,1.6645,1.8085,1.8673,1.9972,1.9072,2.0092
1/15/2010,22,2.0989,2.2264,2.4254,2.5951,2.286,2.1693
1/15/2010,23,2.4282,2.6617,2.8304,2.9622,2.0587,1.0142
